trait_coding_logic,trait_visual_creativity,trait_math_analytical,trait_leadership_strategy,trait_physical_mechanical,trait_empathy_caregiving,trait_writing_argument,trait_teaching_mentoring,trait_scientific_inquiry,trait_risk_operations,career_category
1.43,2.29,1.83,3.35,7.97,3.96,1.51,5.04,1.64,3.22,Sports Professional
3.92,3.0,7.75,3.32,1.17,2.67,3.2,0.66,4.81,3.65,Analyst
4.38,3.55,5.1,1.85,2.42,2.8,3.34,4.39,6.8,2.99,Researcher
0.0,1.06,3.0,7.18,0.45,3.23,6.15,4.55,3.69,5.12,Lawyer
1.8,7.89,2.09,1.73,2.07,1.15,0.76,1.87,0.0,1.82,Designer
2.0,1.48,2.24,5.31,2.12,1.6,6.95,3.81,4.47,3.82,Lawyer
7.52,3.77,5.43,1.91,0.04,1.39,1.83,2.39,4.07,4.33,Developer
1.56,1.96,3.45,3.53,2.63,4.78,4.69,6.9,2.25,2.04,Educator
3.25,1.99,5.55,3.61,2.1,1.11,2.67,1.93,3.55,4.61,Analyst
0.86,0.76,3.91,2.51,2.3,7.37,3.94,2.47,6.43,1.35,Healthcare Professional
5.41,2.08,6.9,1.24,0.96,2.88,2.72,2.71,4.26,4.24,Analyst
1.06,2.96,2.15,4.3,8.75,2.66,2.44,3.78,1.05,1.72,Sports Professional
2.05,2.64,5.59,1.33,7.77,0.81,2.28,1.2,3.94,1.81,Engineer
1.61,1.08,3.24,5.96,1.57,3.02,8.33,2.33,6.41,3.6,Lawyer
3.98,0.81,6.96,2.7,1.61,1.65,3.31,1.7,3.95,5.83,Analyst
3.18,1.31,5.14,1.36,6.35,1.05,1.65,2.3,5.01,2.88,Engineer
1.51,9.14,2.24,1.29,1.08,2.51,3.94,3.38,2.68,1.27,Designer
2.87,3.68,3.29,4.03,1.67,7.14,5.13,8.02,4.34,3.23,Educator
2.36,7.89,3.42,1.69,0.75,2.31,3.33,2.15,2.61,1.47,Designer
7.08,2.08,5.72,0.0,0.0,0.49,1.09,1.78,2.18,0.73,Developer
0.38,2.19,1.05,5.02,8.26,0.79,3.0,5.27,1.5,2.75,Sports Professional
1.92,1.69,2.2,3.55,1.84,5.88,3.83,8.11,3.31,4.17,Educator
3.9,1.15,6.55,1.06,1.85,3.9,4.42,4.04,7.11,5.1,Researcher
3.49,1.92,3.48,3.65,2.02,9.05,3.41,4.32,5.71,1.13,Healthcare Professional
0.7,3.09,2.35,4.0,8.31,2.36,2.81,5.62,2.04,3.71,Sports Professional
0.06,1.76,3.28,2.23,2.14,7.16,2.97,2.82,5.69,2.27,Healthcare Professional
3.39,0.29,4.59,2.0,1.56,3.11,5.66,3.2,7.18,2.63,Researcher
1.03,2.55,3.04,5.01,7.86,2.51,2.69,4.75,1.23,3.67,Sports Professional
2.48,3.47,6.84,2.36,8.53,0.6,0.86,2.88,3.42,3.54,Engineer
1.79,1.53,5.92,2.96,7.66,1.5,1.03,0.57,3.58,1.89,Engineer
4.29,0.69,6.13,2.34,1.75,1.99,4.76,3.16,7.21,4.09,Researcher
1.81,3.22,2.25,4.89,1.57,5.58,3.93,6.22,4.05,3.45,Educator
4.57,3.34,6.48,1.1,7.06,1.74,2.23,2.74,5.2,1.94,Engineer
2.37,2.04,4.32,7.15,0.79,2.64,4.66,5.22,1.73,7.05,Manager
2.22,1.8,3.55,8.55,0.37,1.46,3.55,5.55,3.16,5.24,Manager
0.43,3.48,2.06,6.14,8.56,2.9,2.52,2.94,0.15,2.73,Sports Professional
5.34,2.39,7.21,3.94,2.4,2.34,0.28,3.42,4.22,6.31,Analyst
0.47,0.13,2.34,3.89,9.32,1.76,1.47,4.41,2.42,4.12,Sports Professional
0.97,4.32,3.22,5.24,0.41,6.47,3.53,6.83,3.52,3.09,Educator
1.87,2.49,2.27,4.56,10.28,2.86,1.37,3.44,2.81,3.97,Sports Professional
4.74,1.34,3.66,7.25,0.82,2.4,7.55,2.7,4.74,4.88,Lawyer
4.84,2.15,7.91,1.58,1.32,1.29,3.25,1.35,2.97,5.56,Analyst
2.02,1.47,1.46,5.89,7.5,2.95,3.54,4.56,1.78,2.34,Sports Professional
0.73,0.98,1.72,3.38,8.36,3.1,3.33,3.19,3.09,1.62,Sports Professional
2.96,2.59,2.84,2.19,2.17,8.57,5.71,7.6,5.05,2.52,Educator
2.48,7.28,1.81,3.39,2.39,2.31,2.05,2.49,1.79,1.32,Designer
3.09,1.89,4.42,4.02,2.03,7.6,0.93,3.22,6.6,2.23,Healthcare Professional
7.16,2.32,4.98,0.59,0.42,0.0,2.03,0.81,3.21,0.6,Developer
5.89,2.54,8.72,2.56,1.69,2.83,3.22,1.77,1.97,4.43,Analyst
4.82,2.28,6.72,2.83,7.51,1.18,1.38,1.72,2.98,3.81,Engineer
9.45,1.22,3.83,2.21,0.39,0.71,1.3,1.27,4.44,2.72,Developer
4.91,2.97,7.73,3.22,1.64,1.96,2.41,2.16,2.74,4.52,Analyst
3.33,3.49,6.0,2.53,7.69,0.0,2.56,0.87,2.65,2.06,Engineer
1.19,1.81,2.28,6.75,1.37,2.01,3.72,3.68,3.42,5.75,Manager
3.78,1.29,5.17,1.84,2.07,2.79,5.14,2.27,8.15,1.43,Researcher
1.81,7.15,3.2,2.84,0.96,1.95,2.98,2.58,0.48,2.41,Designer
4.31,3.02,7.18,2.7,2.17,1.43,3.19,1.91,4.61,4.27,Analyst
0.51,2.46,2.91,6.8,1.46,1.06,2.69,6.05,2.52,6.26,Manager
6.86,1.37,5.3,1.22,3.18,1.39,0.76,0.99,3.92,3.88,Developer
5.8,2.52,8.9,0.53,1.42,1.04,4.58,3.39,3.53,5.88,Analyst
3.12,3.34,4.33,2.37,2.31,2.31,5.42,4.36,7.88,1.13,Researcher
1.79,1.51,3.47,4.07,1.18,2.31,5.46,2.48,8.95,3.58,Researcher
2.09,1.75,4.04,5.72,1.23,2.81,8.22,4.65,5.22,3.81,Lawyer
1.19,2.52,0.0,4.2,7.67,5.09,2.77,5.85,2.5,2.57,Sports Professional
7.42,3.69,4.34,0.24,0.47,1.93,0.63,0.0,2.59,2.5,Developer
5.61,3.11,5.4,2.01,0.41,0.96,2.64,4.3,3.73,1.24,Developer
2.56,1.42,4.03,6.58,0.93,4.38,7.34,4.04,5.26,4.74,Lawyer
3.36,2.53,7.29,3.55,7.98,0.0,0.48,2.22,4.29,2.93,Engineer
1.5,2.69,1.65,4.52,7.6,3.99,1.82,4.05,2.87,1.8,Sports Professional
2.09,2.32,2.77,4.76,2.1,7.12,4.98,7.14,1.13,2.69,Educator
0.27,1.88,1.56,3.66,9.62,3.41,2.14,4.44,2.6,2.98,Sports Professional
1.56,1.18,3.62,5.01,0.19,1.19,9.11,2.85,4.86,4.89,Lawyer
3.03,3.25,3.99,1.82,1.04,0.86,5.82,3.32,8.03,2.84,Researcher
5.36,1.67,6.17,2.35,0.23,1.94,3.7,1.05,2.86,5.18,Analyst
1.89,1.64,1.74,3.52,1.47,4.8,5.27,8.16,4.73,2.77,Educator
2.28,7.68,2.66,1.16,1.54,2.12,0.64,3.91,1.75,0.0,Designer
1.21,2.64,4.64,7.15,2.01,4.0,4.06,5.21,1.47,6.52,Manager
9.45,3.57,5.69,2.42,2.0,0.49,1.27,1.57,3.78,2.13,Developer
2.18,4.33,0.11,3.59,1.49,5.39,3.66,6.45,2.72,3.3,Educator
1.92,3.49,2.8,3.07,7.74,3.79,1.89,3.04,1.5,0.45,Sports Professional
1.68,1.27,5.6,3.31,7.81,1.13,0.19,3.14,3.7,2.89,Engineer
2.81,1.92,3.27,6.1,0.9,3.05,7.53,3.37,3.44,5.43,Lawyer
8.13,2.88,5.94,1.03,0.0,1.99,1.57,0.72,3.62,1.65,Developer
1.03,2.37,3.69,6.98,0.98,3.29,7.47,3.27,4.21,5.02,Lawyer
1.86,3.24,3.22,4.47,8.24,3.96,1.79,3.65,1.49,2.66,Sports Professional
0.0,1.55,2.99,3.36,2.78,8.94,1.05,3.95,7.81,2.61,Healthcare Professional
1.13,2.92,2.51,5.01,7.0,3.47,1.64,4.66,2.5,1.46,Sports Professional
0.19,6.81,3.63,3.48,1.56,3.0,2.36,1.78,2.05,1.39,Designer
2.13,0.81,1.88,2.79,2.24,7.54,3.18,3.81,4.13,3.0,Healthcare Professional
6.26,2.82,3.72,1.54,2.71,0.15,1.25,2.19,1.61,1.43,Developer
2.02,2.17,5.56,1.79,6.78,0.0,0.85,2.79,3.37,2.54,Engineer
3.6,3.37,5.47,2.91,2.09,2.57,5.44,2.41,7.31,2.19,Researcher
0.15,1.54,2.28,7.19,1.14,3.01,7.78,3.68,3.7,3.94,Lawyer
5.79,1.35,7.67,3.08,0.51,1.93,3.15,0.68,3.91,3.51,Analyst
1.34,3.09,2.46,3.04,1.42,8.27,1.99,3.53,4.69,2.59,Healthcare Professional
2.16,2.57,4.6,7.18,0.0,2.06,3.09,3.85,1.73,6.19,Manager
5.14,2.86,7.41,2.43,1.42,2.01,4.06,0.84,3.52,3.54,Analyst
7.71,1.82,3.53,2.58,1.86,1.05,2.21,2.47,3.2,2.81,Developer
7.87,3.0,5.9,0.76,1.13,1.33,2.01,0.0,3.14,3.99,Developer
0.96,2.43,1.8,5.2,7.65,4.24,2.45,4.36,2.76,2.94,Sports Professional
1.35,2.35,2.61,7.53,0.89,1.34,3.21,5.33,0.47,6.93,Manager
0.44,2.3,2.7,3.98,1.17,6.65,4.55,10.33,3.19,0.03,Educator
1.52,2.17,3.95,7.85,0.9,2.04,2.74,3.97,2.05,5.84,Manager
3.44,1.44,5.89,3.41,2.14,1.21,2.73,2.41,4.83,4.87,Analyst
6.25,1.06,4.4,1.64,0.2,1.46,2.03,0.0,3.59,2.73,Developer
0.0,2.29,1.58,1.8,1.43,8.24,1.96,3.47,5.84,2.28,Healthcare Professional
2.74,3.18,6.07,3.28,8.4,0.35,2.03,1.99,3.2,2.52,Engineer
2.57,0.92,1.42,8.06,0.73,1.8,3.72,4.71,1.32,7.83,Manager
1.73,2.13,1.75,4.37,7.98,1.71,3.05,5.49,2.04,2.44,Sports Professional
0.82,2.09,2.88,7.01,1.51,4.23,7.92,2.17,4.81,4.94,Lawyer
1.95,1.77,2.35,4.27,2.49,8.92,0.46,4.3,6.76,4.03,Healthcare Professional
2.78,8.2,1.2,1.14,1.73,2.13,2.85,1.07,2.59,1.88,Designer
0.73,2.47,1.49,2.29,1.57,6.48,5.59,8.55,4.77,3.72,Educator
2.9,1.62,2.29,3.2,2.65,5.55,5.54,9.31,3.37,2.76,Educator
3.26,3.02,2.89,3.53,2.42,4.63,4.19,7.34,1.82,3.28,Educator
3.8,1.04,5.7,1.16,1.0,2.61,4.98,2.79,7.95,3.91,Researcher
0.25,2.0,1.51,5.62,7.42,4.36,2.12,2.93,0.04,2.31,Sports Professional
6.44,0.66,5.26,2.15,2.35,1.07,3.47,0.26,1.47,1.95,Developer
2.77,2.9,3.77,7.31,1.77,2.35,4.21,5.44,3.28,5.37,Manager
7.69,0.66,5.28,0.89,0.1,0.75,3.62,2.08,2.49,2.52,Developer
1.48,2.14,4.57,5.16,0.53,2.41,7.12,4.38,4.44,5.11,Lawyer
3.52,2.5,4.49,9.12,0.25,0.33,4.59,4.28,0.76,6.43,Manager
2.02,1.09,1.95,7.78,0.52,1.12,2.86,4.64,3.36,6.13,Manager
1.06,8.61,0.84,1.7,1.91,1.44,2.73,1.04,2.54,0.95,Designer
0.69,2.66,2.61,4.07,2.31,3.47,8.64,3.58,5.99,6.13,Lawyer
1.82,2.7,2.19,3.96,8.51,1.52,1.4,5.49,1.56,3.08,Sports Professional
7.05,2.34,4.61,1.47,0.27,0.0,2.23,1.69,3.7,1.61,Developer
2.27,2.12,2.39,2.84,2.0,5.76,5.92,8.63,3.08,3.6,Educator
3.8,7.72,2.32,2.49,0.6,0.73,1.41,1.2,0.0,1.99,Designer
3.47,0.39,6.42,2.6,8.54,0.32,0.64,2.15,3.84,3.08,Engineer
3.27,2.71,6.44,2.61,6.74,0.62,2.66,0.97,3.08,3.54,Engineer
0.37,2.34,3.47,4.1,7.68,3.83,2.19,4.95,1.93,2.03,Sports Professional
1.52,1.85,2.02,7.19,0.08,1.37,7.85,2.35,5.91,4.79,Lawyer
2.02,2.53,2.62,4.43,8.1,2.99,0.43,3.26,1.89,0.81,Sports Professional
0.68,2.15,2.72,5.57,1.96,1.74,6.96,3.91,5.94,5.67,Lawyer
3.01,9.41,1.94,3.07,1.19,2.31,2.69,2.4,2.38,0.06,Designer
1.03,2.17,2.14,6.83,1.68,4.33,2.22,4.32,2.37,5.95,Manager
2.05,3.35,4.26,1.53,2.07,1.45,5.26,4.3,6.72,2.55,Researcher
3.13,7.3,2.25,2.38,2.57,0.76,3.48,1.51,0.8,2.15,Designer
0.87,2.01,2.85,7.56,0.66,2.15,4.79,5.26,3.16,7.25,Manager
1.67,8.16,2.02,1.11,2.06,1.46,1.61,4.02,2.43,1.36,Designer
3.54,2.96,5.71,1.99,0.0,0.31,5.7,2.44,7.52,2.8,Researcher
0.85,1.87,4.74,7.17,1.11,2.09,4.04,3.91,1.88,6.34,Manager
7.63,0.58,6.19,1.69,1.46,4.53,0.12,3.05,2.74,2.26,Developer
1.82,1.45,3.44,0.91,1.65,8.76,2.76,2.53,6.06,1.76,Healthcare Professional
3.01,0.86,2.93,5.03,0.35,1.52,8.22,3.88,5.12,4.32,Lawyer
4.32,1.88,4.36,3.04,0.39,2.67,4.16,2.58,8.67,2.39,Researcher
1.6,3.05,2.49,3.77,9.5,3.46,2.53,4.55,3.0,4.22,Sports Professional
0.0,1.45,2.54,2.92,7.69,3.86,2.96,3.89,3.99,1.55,Sports Professional
4.0,2.89,7.98,1.81,1.04,0.28,3.62,1.76,3.11,4.47,Analyst
1.91,1.96,2.93,2.42,0.34,6.43,3.93,7.71,4.65,2.62,Educator
0.74,1.2,0.49,2.09,8.47,2.77,1.46,4.69,2.91,2.74,Sports Professional
4.43,3.46,6.26,1.77,7.46,1.55,2.21,2.54,4.41,2.42,Engineer
1.33,2.03,3.59,8.32,1.37,0.0,2.82,2.53,2.16,6.72,Manager
2.11,1.3,4.6,6.0,2.07,2.75,9.92,4.45,4.54,5.57,Lawyer
1.74,0.95,3.9,7.41,0.73,3.33,7.81,2.66,4.12,5.08,Lawyer
1.11,0.5,4.85,7.24,0.05,1.63,3.28,3.88,1.8,8.06,Manager
0.95,1.18,4.19,2.93,0.54,7.43,1.08,3.79,6.61,1.91,Healthcare Professional
0.15,1.93,3.23,5.69,6.59,1.45,1.47,2.9,0.86,2.82,Sports Professional
1.51,0.11,3.09,3.46,8.8,4.16,2.09,3.6,1.36,3.07,Sports Professional
2.95,8.07,0.41,1.73,1.92,1.2,2.25,0.9,2.51,0.92,Designer
2.49,1.3,6.07,3.26,1.73,2.98,5.95,2.89,8.21,1.83,Researcher
2.98,2.1,2.12,3.51,6.14,2.68,3.33,5.71,1.94,2.89,Sports Professional
2.95,1.13,4.72,2.88,2.07,2.58,6.69,4.53,8.71,1.94,Researcher
3.46,3.11,4.16,2.01,1.6,3.55,4.63,3.72,7.56,3.1,Researcher
1.46,1.5,1.27,4.02,7.9,3.59,3.01,4.97,2.57,4.14,Sports Professional
1.41,0.05,2.2,1.89,2.71,9.51,2.31,4.48,6.45,3.9,Healthcare Professional
4.52,2.03,6.42,1.61,0.26,1.54,3.07,3.39,3.85,2.06,Analyst
2.94,2.5,2.91,4.95,0.46,0.91,7.17,3.88,4.46,4.8,Lawyer
3.01,8.21,2.45,1.69,1.68,1.98,1.98,1.93,1.95,2.24,Designer
3.93,2.57,5.91,1.65,9.13,0.0,2.37,2.34,4.54,4.25,Engineer
0.48,3.0,1.91,4.02,1.47,6.81,4.04,4.83,6.83,2.83,Healthcare Professional
4.78,1.05,6.67,2.48,1.31,0.0,3.95,1.55,2.3,5.35,Analyst
1.6,0.72,2.14,3.67,1.36,5.53,5.1,7.27,3.82,3.05,Educator
1.51,2.01,1.25,5.55,2.66,2.93,9.38,2.93,4.09,5.87,Lawyer
3.87,0.54,6.5,2.57,0.41,1.68,2.5,1.05,2.44,5.91,Analyst
0.73,8.88,1.76,0.75,2.72,3.39,2.46,3.94,2.08,1.16,Designer
0.25,2.74,4.59,2.97,1.51,9.46,3.22,4.07,7.28,3.69,Healthcare Professional
3.35,1.13,5.8,2.91,7.72,0.54,1.47,1.11,3.14,2.23,Engineer
2.75,7.43,2.78,0.0,0.85,0.67,1.37,1.81,2.35,2.13,Designer
0.91,1.55,2.16,6.61,0.42,3.4,8.88,3.45,5.02,5.57,Lawyer
8.21,1.37,5.76,0.28,1.42,0.97,0.55,2.55,2.34,1.27,Developer
3.08,2.78,4.78,2.02,1.43,1.7,5.35,3.09,7.38,2.05,Researcher
2.54,7.63,1.94,2.08,1.6,2.4,3.08,3.87,3.99,1.57,Designer
1.26,1.27,2.91,3.96,0.0,7.46,0.93,2.92,8.16,3.04,Healthcare Professional
2.67,8.08,1.85,1.22,1.56,2.16,1.47,2.08,2.21,0.85,Designer
8.4,2.08,6.08,1.33,1.29,0.0,2.08,0.0,2.83,0.53,Developer
1.81,1.8,3.49,3.99,1.55,8.71,3.55,5.58,5.0,2.87,Healthcare Professional
9.38,1.14,6.54,2.38,0.3,1.18,1.59,1.67,4.36,2.55,Developer
1.32,3.8,3.21,4.21,0.59,5.13,5.06,7.53,2.45,2.34,Educator
6.96,2.23,6.23,0.97,0.33,0.8,0.94,3.14,2.49,2.75,Developer
2.52,3.04,3.67,6.13,2.6,2.5,3.45,4.87,0.64,7.45,Manager
7.78,2.15,5.74,1.19,1.56,0.67,2.34,1.47,4.01,1.95,Developer
1.55,1.34,1.76,4.3,7.99,3.13,0.83,4.78,1.69,3.48,Sports Professional
9.16,3.51,5.26,0.5,3.32,1.05,2.01,1.48,3.18,1.87,Developer
3.57,2.47,2.24,6.22,0.76,4.36,9.13,5.33,3.82,5.99,Lawyer
5.1,1.26,7.17,3.16,8.91,3.82,3.29,2.83,2.32,1.93,Engineer
7.83,3.88,5.47,2.91,0.0,1.74,2.08,1.23,3.08,0.21,Developer
8.39,3.74,4.73,1.93,1.57,0.57,1.31,2.95,3.2,2.57,Developer
1.55,1.78,4.02,6.72,1.13,0.92,4.07,4.38,1.28,6.65,Manager
1.06,2.17,2.13,4.48,7.04,2.64,0.71,5.15,1.88,3.2,Sports Professional
2.05,1.18,3.67,2.88,1.06,9.45,2.61,3.36,4.75,1.34,Healthcare Professional
2.55,7.96,2.72,3.21,2.45,1.92,2.51,1.12,2.67,3.01,Designer
1.71,1.3,5.43,8.8,0.33,1.89,4.22,5.28,2.03,5.58,Manager
1.27,1.26,1.83,5.27,2.85,1.42,7.41,3.42,4.45,5.35,Lawyer
1.96,1.6,2.95,4.88,1.14,2.67,8.09,3.86,5.13,4.01,Lawyer
5.24,2.85,7.95,2.01,0.0,1.05,2.73,1.72,4.06,6.29,Analyst
1.46,2.93,2.84,4.84,2.37,7.74,4.66,4.75,5.59,2.58,Healthcare Professional
0.49,2.11,3.7,4.8,0.52,3.29,7.26,3.75,5.78,2.85,Lawyer
4.75,3.42,7.71,4.45,0.19,1.48,2.66,1.02,3.36,4.88,Analyst
3.65,3.47,5.24,1.62,1.23,1.81,4.58,2.25,9.02,2.35,Researcher
0.99,7.32,2.03,0.45,1.52,3.02,2.64,1.74,1.44,2.31,Designer
1.34,2.49,2.16,3.33,2.61,5.56,4.03,7.88,4.28,3.52,Educator
4.32,1.9,5.45,2.65,7.15,1.38,1.95,2.18,2.87,3.17,Engineer
2.25,6.13,1.92,2.01,2.22,2.38,2.05,1.86,1.31,0.48,Designer
0.46,2.32,2.45,5.23,0.86,3.39,8.28,3.75,4.82,5.42,Lawyer
4.58,1.08,5.44,2.08,0.0,1.85,4.81,5.01,8.49,3.13,Researcher
5.22,2.51,5.32,3.23,7.27,1.54,1.77,3.41,2.87,3.43,Engineer
4.33,0.9,6.02,2.92,1.29,3.31,5.75,2.07,7.84,2.57,Researcher
3.86,3.06,5.7,1.32,8.34,1.28,3.23,1.83,3.12,4.25,Engineer
1.94,1.37,3.55,3.69,8.37,2.36,2.77,6.07,2.41,2.78,Sports Professional
2.33,7.54,2.16,2.8,0.4,0.89,2.67,4.16,1.22,3.34,Designer
1.56,7.96,1.99,2.61,2.03,1.3,2.56,1.67,0.67,1.73,Designer
3.6,2.45,3.47,1.95,2.85,7.55,2.33,2.49,4.88,2.89,Healthcare Professional
0.29,1.57,1.86,5.86,8.66,1.79,1.95,3.18,2.53,1.86,Sports Professional
1.24,1.89,4.41,1.32,1.09,1.17,6.45,1.58,8.15,2.24,Researcher
3.78,1.77,4.69,2.25,7.39,0.0,1.36,2.27,3.02,3.87,Engineer
1.08,0.14,2.97,4.97,1.14,2.74,8.35,3.9,5.88,4.27,Lawyer
4.0,2.44,4.82,2.94,6.6,1.58,0.95,1.38,3.17,3.61,Engineer
1.39,4.42,2.34,5.05,7.77,1.99,2.92,3.95,1.79,4.11,Sports Professional
1.4,1.66,3.34,3.21,2.49,5.13,3.96,7.39,2.55,3.56,Educator
4.17,3.43,4.74,1.52,7.75,3.11,3.12,1.78,1.32,3.07,Engineer
4.8,2.07,5.29,2.32,1.21,2.33,5.4,4.06,7.18,2.54,Researcher
5.03,2.39,6.98,1.14,3.96,1.37,2.71,2.1,3.28,4.61,Analyst
4.2,1.82,4.64,1.39,1.35,1.94,5.65,3.34,8.2,3.5,Researcher
2.2,2.24,5.16,1.88,9.31,1.38,2.84,2.74,3.41,2.6,Engineer
3.6,2.85,6.32,2.89,2.9,2.66,4.94,4.57,9.23,3.84,Researcher
1.82,1.4,3.49,5.94,1.69,3.35,5.38,3.11,2.83,5.22,Lawyer
3.19,0.52,6.31,4.43,1.19,1.92,4.32,2.51,7.47,4.09,Researcher
1.66,1.58,3.18,2.66,1.05,8.14,3.59,4.4,5.26,3.23,Healthcare Professional
2.74,8.3,2.16,1.14,0.97,2.62,2.45,2.34,1.9,0.44,Designer
3.34,0.54,1.22,4.15,1.48,5.63,2.94,8.29,3.8,5.06,Educator
0.75,2.73,2.44,6.51,0.28,3.49,3.77,2.3,3.09,6.22,Manager
4.79,3.22,7.54,2.69,2.06,0.11,3.47,1.99,4.01,4.06,Analyst
5.35,1.93,7.76,2.22,1.81,0.95,2.88,2.71,4.56,4.03,Analyst
3.87,3.68,6.9,2.58,0.75,1.61,3.4,2.39,2.82,3.49,Analyst
2.64,7.87,1.43,2.54,1.85,0.77,3.78,2.26,2.66,2.75,Designer
0.91,3.12,3.05,7.01,0.76,1.44,4.74,4.74,1.56,7.11,Manager
4.73,2.54,8.43,2.25,1.16,0.32,3.12,2.45,3.96,5.46,Analyst
1.43,1.02,1.66,4.24,9.4,4.07,0.62,5.93,0.91,2.64,Sports Professional
2.03,7.72,2.12,0.0,0.0,2.05,3.43,1.18,1.78,1.77,Designer
4.32,2.36,4.85,3.45,1.36,0.96,5.74,2.39,8.24,4.21,Researcher
0.64,2.49,2.03,4.07,6.39,3.75,1.68,4.6,1.18,2.13,Sports Professional
4.9,3.57,9.01,2.19,3.25,1.52,2.13,1.43,1.47,5.95,Analyst
1.19,0.81,2.5,2.81,2.5,6.88,2.57,3.65,5.19,2.15,Healthcare Professional
1.12,1.88,3.49,7.18,1.21,3.04,2.97,4.94,2.15,6.64,Manager
7.33,2.18,5.34,2.74,0.0,2.38,0.72,1.26,2.61,2.53,Developer
0.11,1.95,4.15,4.27,7.81,2.0,2.35,5.3,1.45,2.98,Sports Professional
2.06,1.44,2.26,5.94,0.23,2.6,8.9,2.44,3.12,5.04,Lawyer
0.64,7.96,1.47,2.3,0.77,0.58,0.64,3.1,1.64,1.64,Designer
0.47,1.34,3.36,6.04,1.62,3.22,6.78,4.65,4.05,4.46,Lawyer
1.16,7.55,1.93,3.7,1.71,0.74,2.7,1.68,2.29,2.02,Designer
0.21,1.17,4.4,4.6,1.48,8.52,2.0,3.74,5.45,0.95,Healthcare Professional
0.61,1.79,0.94,5.53,9.4,3.19,1.56,5.34,2.53,2.1,Sports Professional
2.35,0.91,4.11,6.53,1.74,2.02,5.2,5.53,3.29,7.81,Manager
2.88,1.2,5.03,2.61,1.43,3.52,5.73,4.41,7.35,1.9,Researcher
0.0,0.76,2.49,2.49,2.26,7.12,3.52,4.94,6.56,2.54,Healthcare Professional
7.78,1.76,5.75,2.58,0.46,2.89,1.53,1.53,2.39,2.2,Developer
7.02,2.82,4.84,2.18,1.62,2.66,1.84,2.1,3.09,3.17,Developer
3.47,1.03,3.44,1.54,6.95,1.58,2.06,2.08,2.59,2.52,Engineer
4.39,2.14,5.33,0.47,6.66,0.15,2.14,1.45,5.44,2.05,Engineer
2.3,1.82,4.42,7.01,1.57,4.59,7.55,2.6,3.89,6.58,Lawyer
0.9,2.99,1.59,3.98,2.69,6.1,5.56,7.98,2.55,2.65,Educator
0.9,2.63,2.23,1.45,2.13,9.67,2.98,6.89,6.3,2.71,Healthcare Professional
0.51,2.6,2.35,3.13,7.39,3.74,1.88,3.18,2.36,1.98,Sports Professional
3.75,1.76,8.47,2.48,0.7,2.01,3.25,2.93,4.66,4.78,Analyst
1.63,7.05,0.31,1.08,1.6,2.78,3.51,2.21,1.71,1.74,Designer
3.78,2.58,3.88,1.66,1.77,0.76,6.67,4.46,6.11,2.21,Researcher
1.72,0.0,3.89,2.37,2.32,6.26,1.42,4.42,5.37,1.74,Healthcare Professional
0.0,0.16,2.15,3.9,7.86,3.3,3.3,2.93,1.09,2.42,Sports Professional
1.42,0.21,2.83,4.94,1.61,9.36,2.55,1.59,6.58,3.64,Healthcare Professional
7.24,2.44,4.13,1.18,1.8,1.52,2.45,1.54,3.01,1.41,Developer
1.65,9.33,1.41,3.2,2.24,0.68,2.78,1.95,2.56,1.3,Designer
3.57,2.69,6.47,1.1,0.0,2.95,5.92,2.23,7.7,2.74,Researcher
2.29,1.85,1.89,7.61,1.93,2.23,7.54,3.57,4.07,6.99,Lawyer
0.33,1.04,3.13,6.3,0.0,0.98,4.58,3.36,1.69,8.25,Manager
1.8,2.34,7.61,1.69,6.97,0.0,2.55,3.08,4.56,1.88,Engineer
2.73,2.12,1.9,4.56,6.88,2.96,2.68,5.6,1.68,2.67,Sports Professional
6.43,2.78,6.07,1.87,0.83,0.88,2.04,1.37,3.87,3.99,Developer
0.39,3.98,3.12,6.86,0.72,1.6,7.57,3.62,4.09,6.73,Lawyer
3.47,2.58,5.25,1.85,6.83,0.0,2.31,2.81,4.22,2.76,Engineer
3.18,8.64,1.08,2.55,2.82,1.47,4.84,0.45,2.62,2.55,Designer
4.29,2.11,4.76,2.13,7.87,1.54,3.22,1.01,3.1,1.94,Engineer
6.11,2.36,5.06,0.63,0.84,1.44,1.99,1.78,4.63,1.69,Developer
7.38,0.81,5.01,1.58,1.14,0.08,3.14,0.72,3.87,2.38,Developer
3.09,7.16,0.77,3.06,2.16,2.63,3.22,3.85,2.5,1.36,Designer
2.9,1.38,5.7,2.15,6.84,1.77,0.95,1.85,4.55,3.82,Engineer
0.05,2.76,1.95,4.74,8.54,3.24,1.24,4.97,2.74,2.82,Sports Professional
2.03,2.91,3.55,4.03,1.17,4.77,3.87,9.09,3.18,2.41,Educator
6.54,4.05,4.69,1.7,1.71,0.49,2.77,0.39,4.31,2.01,Developer
3.07,8.6,1.97,3.23,2.1,0.76,1.56,2.74,2.36,1.65,Designer
4.04,1.73,5.17,4.1,2.39,2.56,5.36,2.96,6.93,4.54,Researcher
1.6,0.89,1.86,3.54,1.43,8.38,2.95,4.49,5.76,3.12,Healthcare Professional
1.24,2.73,3.96,3.62,1.03,7.75,2.3,5.28,5.79,3.63,Healthcare Professional
3.74,3.35,6.08,3.72,8.94,1.72,3.1,1.11,2.47,3.47,Engineer
0.34,1.52,4.11,3.42,1.72,5.57,5.04,7.99,3.23,3.66,Educator
